date,t,co
2012-05-14,300.29837,7.26332e-08
2012-05-15,300.31262,6.739556e-08
2012-05-16,300.0459,5.605047e-08
2012-05-17,300.38962,6.118893e-08
2012-05-18,300.29712,6.3688816e-08
2012-05-19,300.3593,6.350303e-08
2012-05-20,300.212,5.97238e-08
2012-05-21,300.27744,6.27989e-08
2012-05-22,300.2625,6.446838e-08
2012-05-23,300.4486,6.548018e-08
2012-05-24,300.50342,6.9726006e-08
2012-05-25,300.4759,7.115601e-08
2012-05-26,300.8714,7.7031245e-08
2012-05-27,300.69763,8.055913e-08
2012-05-28,300.27246,7.32167e-08
2012-05-29,300.21356,6.5122016e-08
2012-05-30,300.62012,6.833939e-08
2012-05-31,301.60934,8.48321e-08
2012-06-01,301.64285,9.504591e-08
2012-06-02,301.44983,7.06657e-08
2012-06-03,302.17877,8.220356e-08
2012-06-04,302.19012,8.874142e-08
2012-06-05,302.23523,9.229978e-08
2012-06-06,302.17603,9.139398e-08
2012-06-07,302.65903,9.158925e-08
2012-06-08,302.3109,1.0227171e-07
2012-06-09,301.99667,9.347008e-08
2012-06-10,301.86804,8.432701e-08
2012-06-11,302.4384,9.934118e-08
2012-06-12,302.40588,1.105001e-07
2012-06-13,302.45468,1.1360936e-07
2012-06-14,302.59045,1.04909766e-07
2012-06-15,302.17395,9.931623e-08
2012-06-16,301.90024,8.7356646e-08
2012-06-17,302.311,8.3793395e-08
2012-06-18,302.42798,8.366553e-08
2012-06-19,302.3283,8.2827114e-08
2012-06-20,302.82135,7.955898e-08
2012-06-21,302.71304,8.545858e-08
2012-06-22,303.04034,8.788582e-08
2012-06-23,303.37054,8.7135646e-08
2012-06-24,303.75534,9.5298105e-08
2012-06-25,303.2705,1.0671443e-07
2012-06-26,303.2454,8.8887425e-08
2012-06-27,303.27853,7.5938516e-08
2012-06-28,303.19873,7.5072194e-08
2012-06-29,303.01236,8.2756735e-08
2012-06-30,302.75717,8.210287e-08
2012-07-01,302.69934,8.61125e-08
2012-07-02,303.2176,8.993912e-08
2012-07-03,303.45377,8.5951115e-08
2012-07-04,303.50888,7.9019884e-08
2012-07-05,303.34558,8.8136844e-08
2012-07-06,303.71143,8.749976e-08
2012-07-07,304.20844,8.2323616e-08
2012-07-08,304.34113,9.2139544e-08
2012-07-09,303.95435,9.60895e-08
2012-07-10,303.45502,9.443018e-08
2012-07-11,303.12885,8.701069e-08
