date,concentration
2010-01-01,1582.2960869565215
2010-01-02,1416.1179166666668
2010-01-03,1810.1458333333337
2010-01-04,1911.559166666667
2010-01-05,2311.9250000000006
2010-01-06,4336.45
2010-01-07,5401.775000000001
2010-01-08,3748.5000000000005
2010-01-09,1097.180416666667
2010-01-10,890.0200000000001
2010-01-11,1029.4945833333334
2010-01-12,2698.254166666667
2010-01-13,3122.983333333333
2010-01-14,3669.0625000000005
2010-01-15,2632.7833333333333
2010-01-16,1322.3166666666666
2010-01-17,1958.4458333333332
2010-01-18,1223.8141666666668
2010-01-19,1215.7558333333332
2010-01-20,1753.9333333333332
2010-01-21,1991.6833333333332
2010-01-22,2691.3375
2010-01-23,3155.5416666666674
2010-01-24,5847.566666666668
2010-01-25,7364.808333333334
2010-01-26,9265.745833333332
2010-01-27,4913.949166666668
2010-01-28,201.29916666666668
2010-01-29,855.96125
2010-01-30,1340.0920833333332
2010-01-31,1194.562916666667
2010-02-01,1708.9750000000001
2010-02-02,1323.2645833333336
2010-02-03,598.8733333333333
2010-02-04,2980.6708333333336
2010-02-05,2943.3333333333335
2010-02-06,5212.191666666667
2010-02-07,3827.2000000000007
2010-02-08,1549.1708333333333
2010-02-09,2261.6041666666665
2010-02-10,2117.029166666667
2010-02-11,1654.4750000000001
2010-02-12,1475.9541666666667
2010-02-13,1103.6916666666668
2010-02-14,2053.1250000000005
2010-02-15,3138.5375000000004
2010-02-16,3989.8041666666663
2010-02-17,4987.433333333333
2010-02-18,4084.1083333333336
2010-02-19,1714.8533333333335
2010-02-20,1937.9770833333332
2010-02-21,2044.5945833333333
2010-02-22,2447.7041666666664
2010-02-23,1554.0183333333334
2010-02-24,1695.5041666666668
2010-02-25,1244.5125
2010-02-26,1155.0783333333336
2010-02-27,810.3345833333333
2010-02-28,901.0966666666668
2010-03-01,336.53333333333325
2010-03-02,445.8329166666667
2010-03-03,636.1366666666667
2010-03-04,1523.4612499999996
2010-03-05,779.0949999999999
2010-03-06,1277.6358333333333
2010-03-07,2578.004166666667
2010-03-08,2183.8500000000004
2010-03-09,3608.0166666666664
2010-03-10,2380.116666666667
2010-03-11,1593.8166666666664
2010-03-12,1493.402916666667
2010-03-13,482.17499999999995
2010-03-14,389.11791666666664
2010-03-15,399.86541666666676
2010-03-16,755.5424999999999
2010-03-17,2889.6749999999997
2010-03-18,4265.125
2010-03-19,2937.0874999999996
2010-03-20,1665.05875
2010-03-21,706.6025
2010-03-22,2093.9666666666667
2010-03-23,1549.4016666666673
2010-03-24,2193.9999999999995
2010-03-25,2632.8291666666664
2010-03-26,1234.9575000000002
2010-03-27,1891.1579166666663
2010-03-28,1297.6995833333333
2010-03-29,1770.5458333333333
2010-03-30,1323.3641666666665
2010-03-31,666.615
2010-04-01,595.4433333333333
2010-04-02,1693.187083333333
2010-04-03,2178.8004166666665
2010-04-04,2647.8162500000003
2010-04-05,1476.7079166666665
2010-04-06,2309.477777777778
2010-04-07,2055.8125000000005
2010-04-08,3209.141666666668
2010-04-09,2068.7433333333333
2010-04-10,1584.8570833333333
2010-04-11,1415.24125
2010-04-12,2194.1083333333336
2010-04-13,2393.652380952381
2010-04-14,2083.9900000000002
2010-04-15,1574.64
2010-04-16,691.3249999999999
2010-04-17,1826.1541666666665
2010-04-18,3017.535
2010-04-19,796.1612500000001
2010-04-20,1398.533333333333
2010-04-21,214.74
2010-04-22,929.8912500000001
2010-04-23,1790.7124999999996
2010-04-24,2265.8250000000003
2010-04-25,1949.2791666666665
2010-04-26,2457.8408333333327
2010-04-27,1139.3808333333336
2010-04-28,3067.8916666666664
2010-04-29,2627.1874999999995
2010-04-30,2622.8000000000006
2010-05-01,1479.5320833333333
2010-05-02,888.9404166666665
2010-05-03,1236.9312500000003
2010-05-04,640.9120833333333
2010-05-05,808.6999999999998
2010-05-06,1451.5099999999995
2010-05-07,769.2416666666668
2010-05-08,1008.8008333333332
2010-05-09,937.105
2010-05-10,749.7662500000001
2010-05-11,983.80875
2010-05-12,998.4241666666662
2010-05-13,811.38625
2010-05-14,1604.8833333333334
2010-05-15,2071.7375
2010-05-16,865.2200000000001
2010-05-17,1295.5174999999997
2010-05-18,919.9425
2010-05-19,506.61375000000015
2010-05-20,889.70125
2010-05-21,2235.945416666667
2010-05-22,1136.84875
2010-05-23,1372.9691666666668
2010-05-24,2130.94125
2010-05-25,472.8958333333334
2010-05-26,1022.9516666666668
2010-05-27,1515.0025000000003
2010-05-28,1665.6195833333334
2010-05-29,1834.0500000000002
2010-05-30,1196.0308333333335
2010-05-31,1331.4158333333337
2010-06-01,1808.833333333333
2010-06-02,1600.2233333333336
2010-06-03,973.4658333333332
2010-06-04,1282.5658333333336
2010-06-05,1235.5916666666667
2010-06-06,2742.2333333333336
2010-06-07,1897.8529166666667
2010-06-08,1987.1929166666669
2010-06-09,1898.0791666666664
2010-06-10,2212.0750000000003
2010-06-11,1735.8833333333332
2010-06-12,764.4587500000002
2010-06-13,533.7683333333333
2010-06-14,1076.9325000000001
2010-06-15,662.6120833333333
2010-06-16,1302.2087500000002
2010-06-17,1569.6504166666666
2010-06-18,440.78958333333327
2010-06-19,184.97875
2010-06-20,411.22708333333344
2010-06-21,841.9679166666665
2010-06-22,1590.9666666666665
2010-06-23,1907.4283333333333
2010-06-24,2547.9041666666662
2010-06-25,2334.0525
2010-06-26,1800.3787499999992
2010-06-27,1655.84375
2010-06-28,3419.429166666667
2010-06-29,3490.4291666666663
2010-06-30,1805.6674999999996
2010-07-01,2391.433333333334
2010-07-02,3227.608333333333
