date,concentration
2005-01-01,579.9782608695654
2005-01-02,395.59999999999997
2005-01-03,66.615
2005-01-07,167.73333333333332
2005-01-08,217.59416666666667
2005-01-09,56.54999999999999
2005-01-10,375.95000000000005
2005-01-11,238.47625000000002
2005-01-12,486.4208333333333
2005-01-13,144.54958333333332
2005-01-14,154.24666666666667
2005-01-15,318.3583333333334
2005-01-16,696.9125
2005-01-17,988.5916666666667
2005-01-18,1190.8625
2005-01-19,532.2333333333335
2005-01-20,318.9733333333333
2005-01-21,742.0499999999998
2005-01-22,435.6333333333334
2005-01-23,201.60333333333335
2005-01-24,226.74583333333337
2005-01-25,496.70000000000005
2005-01-26,555.3208333333333
2005-01-27,744.8583333333332
2005-01-28,745.7125
2005-01-29,516.3291666666668
2005-01-30,569.8458333333334
2005-01-31,148.29041666666666
2005-02-01,110.26499999999999
2005-02-02,213.76541666666665
2005-02-03,530.0124999999999
2005-02-04,406.075
2005-02-05,656.4875
2005-02-06,967.1624999999999
2005-02-07,1779.0
2005-02-08,2075.0416666666665
2005-02-09,2957.0
2005-02-10,1487.8541666666667
2005-02-11,177.19999999999996
2005-02-12,331.31666666666666
2005-02-13,467.87916666666666
2005-02-14,978.4833333333332
2005-02-15,958.0291666666667
2005-02-16,860.9666666666666
2005-02-17,661.9958333333333
2005-02-18,513.5708333333334
2005-02-19,678.9791666666666
2005-02-20,335.28333333333336
2005-02-21,622.975
2005-02-22,994.9124999999999
2005-02-23,1204.4708333333333
2005-02-24,1222.0833333333333
2005-02-25,1248.9791666666665
2005-02-26,221.0291666666667
2005-02-27,154.02083333333334
2005-02-28,307.6909090909091
2005-03-01,485.1416666666665
2005-03-02,461.4958333333334
2005-03-03,444.25833333333327
2005-03-04,609.0666666666667
2005-03-05,1072.175
2005-03-06,1217.2333333333333
2005-03-07,497.6458333333331
2005-03-08,116.41624999999999
2005-03-09,156.51541666666665
2005-03-10,481.825
2005-03-11,555.5125
2005-03-12,398.22499999999997
2005-03-13,449.2416666666666
2005-03-14,668.3625000000001
2005-03-15,894.2125000000001
2005-03-16,566.5416666666667
2005-03-17,623.2541666666667
2005-03-18,686.525
2005-03-19,348.91666666666674
2005-03-20,271.205
2005-03-21,488.6916666666666
2005-03-22,958.6291666666666
2005-03-23,1815.125
2005-03-24,1944.8333333333333
2005-03-25,1171.8958333333333
2005-03-26,666.8749999999999
2005-03-27,626.7041666666667
2005-03-28,1168.2958333333331
2005-03-29,1155.775
2005-03-30,370.36666666666673
2005-03-31,512.6083333333333
2005-04-01,803.3291666666668
2005-04-02,1199.9624999999999
2005-04-03,1796.25
2005-04-04,2197.875
2005-04-05,1268.2416666666668
2005-04-06,372.15000000000003
2005-04-07,1554.9333333333332
2005-04-08,436.07083333333327
2005-04-09,669.6624999999999
2005-04-10,589.1291666666667
2005-04-11,260.24999999999994
2005-04-12,479.0166666666666
2005-04-13,394.8166666666666
2005-04-14,1084.9916666666666
2005-04-15,1400.4583333333333
2005-04-16,1007.2916666666666
2005-04-17,548.3458333333333
2005-04-18,447.2041666666666
2005-04-19,307.575
2005-04-20,419.6416666666667
2005-04-21,344.09583333333336
2005-04-22,409.2166666666667
