date,concentration
2006-01-01,139.5508695652174
2006-01-02,348.1333333333334
2006-01-03,355.3636363636363
2006-01-05,722.8599999999999
2006-01-06,426.20416666666665
2006-01-07,316.5
2006-01-08,223.60416666666666
2006-01-09,281.84583333333336
2006-01-10,236.3416666666667
2006-01-11,203.5333333333334
2006-01-12,277.5416666666667
2006-01-13,241.44772727272724
2006-01-14,264.8675
2006-01-15,455.7749999999999
2006-01-16,388.7124999999999
2006-01-17,230.5541666666667
2006-01-18,189.45541666666665
2006-01-19,347.6608333333333
2006-01-20,264.2966666666667
2006-01-21,400.40125000000006
2006-01-22,427.77916666666664
2006-01-23,530.9291666666667
2006-01-24,628.2000000000002
2006-01-25,1625.1166666666668
2006-01-26,1754.0708333333332
2006-01-27,1096.9333333333334
2006-01-28,291.99583333333334
2006-01-29,324.4833333333334
2006-01-30,466.6375
2006-01-31,190.64750000000004
2006-02-01,322.54375
2006-02-02,845.9916666666667
2006-02-03,320.70374999999996
2006-02-04,512.4833333333335
2006-02-05,1231.6208333333334
2006-02-06,1025.5625
2006-02-07,639.6000000000001
2006-02-08,276.4875
2006-02-09,273.97083333333336
2006-02-10,324.56666666666666
2006-02-11,607.4666666666667
2006-02-12,1170.7375
2006-02-13,953.0875000000001
2006-02-14,466.7749999999999
2006-02-15,407.4508333333334
2006-02-16,126.49
2006-02-17,114.27875
2006-02-18,187.63708333333332
2006-02-19,313.30375
2006-02-20,273.03333333333336
2006-02-21,935.5541666666667
2006-02-22,940.65
2006-02-23,870.0875000000002
2006-02-24,1067.125
2006-02-25,2232.4583333333335
2006-02-26,2183.25
2006-02-27,883.78125
2006-02-28,867.0583333333335
2006-03-01,600.0958333333333
2006-03-02,598.7666666666667
2006-03-03,246.43833333333328
2006-03-04,337.79379166666666
2006-03-05,726.7666666666668
2006-03-06,736.5583333333333
2006-03-07,490.0541666666666
2006-03-08,179.5149999999999
2006-03-09,135.94604166666667
2006-03-10,109.64083333333332
2006-03-11,334.29
2006-03-12,927.2208333333333
2006-03-13,1182.0666666666666
2006-03-14,714.8791666666666
2006-03-15,1960.9875
2006-03-16,1410.3333333333333
2006-03-17,1471.9708333333335
2006-03-18,1435.625
2006-03-19,1438.2208333333335
2006-03-20,1595.125
2006-03-21,794.4624999999997
2006-03-22,681.4333333333333
2006-03-23,726.4166666666669
2006-03-24,511.91249999999997
2006-03-25,194.41583333333335
2006-03-26,324.4575
2006-03-27,653.5833333333333
2006-03-28,201.14875000000004
2006-03-29,240.5558333333333
2006-03-30,237.80833333333337
2006-03-31,342.9708333333333
2006-04-01,518.6249999999999
2006-04-02,416.73749999999995
2006-04-03,373.2250000000001
2006-04-04,978.8291666666668
2006-04-05,662.4083333333334
2006-04-06,663.0583333333333
2006-04-07,1095.9666666666667
2006-04-08,1427.7083333333333
2006-04-09,908.4391666666667
2006-04-10,103.36958333333332
2006-04-11,815.4791666666666
2006-04-12,674.4666666666666
2006-04-13,567.3791666666668
2006-04-14,436.74583333333334
2006-04-15,697.4458333333336
2006-04-16,564.2375000000001
2006-04-17,562.9041666666666
2006-04-18,1012.0916666666666
2006-04-19,1398.2083333333333
2006-04-20,1688.2916666666667
2006-04-21,1656.5416666666667
2006-04-22,1340.2083333333333
2006-04-23,1018.8833333333332
2006-04-24,1031.6166666666666
2006-04-25,900.6708333333332
2006-04-26,897.4166666666666
2006-04-27,524.9875000000001
2006-04-28,1000.8541666666666
2006-04-29,1139.5458333333333
2006-04-30,1048.4708333333333
2006-05-01,1033.5333333333333
2006-05-02,1285.05
2006-05-03,1464.6666666666667
2006-05-04,1794.625
2006-05-05,1920.0833333333333
2006-05-06,1682.8791666666666
2006-05-07,1289.7916666666667
2006-05-08,931.4170833333334
2006-05-09,131.33249999999998
2006-05-10,714.2916666666666
2006-05-11,1813.7916666666667
2006-05-12,1264.8374999999999
2006-05-13,757.6083333333332
2006-05-14,630.3416666666666
2006-05-15,953.6125000000001
2006-05-16,799.7291666666666
2006-05-17,671.4708333333333
2006-05-18,699.58
2006-05-19,409.3333333333333
2006-05-20,368.17499999999995
2006-05-21,272.1166666666667
2006-05-22,668.6875
2006-05-23,346.43333333333334
2006-05-24,558.4166666666666
2006-05-25,649.5791666666665
2006-05-26,387.6245833333334
2006-05-27,335.20833333333326
2006-05-28,314.2029166666666
2006-05-29,428.0690909090909
2006-05-30,328.1116666666666
2006-05-31,372.36000000000007
2006-06-01,364.06083333333345
2006-06-02,523.7333333333332
2006-06-03,1162.1541666666665
2006-06-04,1341.2375
2006-06-05,840.0791666666668
2006-06-06,981.0750000000002
2006-06-07,760.3708333333334
2006-06-08,1144.125
2006-06-09,1266.5375000000001
2006-06-10,1521.8333333333333
2006-06-11,1069.7499999999998
2006-06-12,1567.4791666666667
2006-06-13,2283.2916666666665
2006-06-14,1956.2916666666667
2006-06-15,2186.4166666666665
2006-06-16,1595.7083333333333
2006-06-17,2178.5041666666666
2006-06-18,499.99875000000003
2006-06-19,842.975
2006-06-20,1800.7083333333333
2006-06-21,1362.7916666666667
2006-06-22,715.0458333333335
2006-06-23,1141.4166666666667
2006-06-24,1938.25
2006-06-25,1255.525
2006-06-26,506.74166666666673
2006-06-27,427.88
2006-06-28,1583.8529411764705
2006-06-29,1417.7208333333335
2006-06-30,1458.9791666666667
2006-07-01,1232.2291666666667
2006-07-02,1219.6166666666666
2006-07-03,1896.75
2006-07-04,2212.9583333333335
2006-07-05,1453.1666666666667
2006-07-06,694.2875
2006-07-07,750.0333333333333
2006-07-08,1043.0
2006-07-09,819.4083333333333
