date,concentration
2011-04-18,1634.5
2011-04-19,1717.0416666666667
2011-04-20,1652.4166666666667
2011-04-21,2469.8333333333335
2011-04-22,2477.5416666666665
2011-04-23,2173.1666666666665
2011-04-24,1900.75
2011-04-25,2153.7125
2011-04-26,1985.2916666666667
2011-04-27,1687.9166666666667
2011-04-28,1424.4166666666667
2011-04-29,989.7833333333333
2011-04-30,425.0416666666667
2011-05-01,674.3666666666667
2011-05-02,463.3708333333334
2011-05-03,459.4791666666667
2011-05-04,540.5708333333334
2011-05-05,671.0666666666666
2011-05-06,1056.2791666666665
2011-05-07,1571.9416666666666
2011-05-08,939.2416666666664
2011-05-09,1348.625
2011-05-10,2049.0
2011-05-11,3014.125
2011-05-12,2706.6666666666665
2011-05-13,939.5583333333334
2011-05-14,1195.3124999999998
2011-05-15,633.6208333333334
2011-05-16,494.425
2011-05-17,492.3
2011-05-18,816.6666666666666
2011-05-19,1421.2238095238095
2011-05-20,1055.1875
2011-05-21,1399.0
2011-05-22,1361.95
2011-05-23,948.1875
2011-05-24,949.6291666666666
2011-05-25,818.9250000000001
2011-05-26,1390.4583333333333
2011-05-27,814.2125000000001
2011-05-28,722.9458333333332
2011-05-29,833.8291666666668
2011-05-30,1397.6375
2011-05-31,1699.708333333333
2011-06-01,348.34583333333336
2011-06-02,793.4791666666666
2011-06-03,1170.7666666666669
2011-06-04,1838.6666666666667
2011-06-05,1944.0833333333333
2011-06-06,1609.4333333333334
2011-06-07,1219.6375
2011-06-08,1447.2583333333332
2011-06-09,839.9458333333333
2011-06-10,1151.8875
2011-06-11,1325.1208333333332
2011-06-12,1067.5208333333333
2011-06-13,1251.7250000000001
2011-06-14,1089.8375
2011-06-15,1152.7958333333333
2011-06-16,1509.5500000000002
2011-06-17,842.8583333333332
2011-06-18,892.9791666666669
2011-06-19,393.1416666666666
2011-06-20,518.9541666666667
2011-06-21,671.8041666666667
2011-06-22,749.3583333333331
2011-06-23,629.5875
2011-06-24,520.6458333333334
2011-06-25,816.7791666666666
2011-06-26,740.0666666666667
2011-06-27,663.1750000000001
2011-06-28,939.9833333333335
2011-06-29,1273.9583333333333
2011-06-30,744.3166666666667
2011-07-01,591.8833333333333
2011-07-02,241.18208333333334
2011-07-03,397.96666666666664
2011-07-04,322.6458333333333
2011-07-05,684.6833333333333
2011-07-06,1040.8625000000002
2011-07-07,1188.2124999999999
2011-07-08,1521.9916666666668
2011-07-09,1606.5
2011-07-10,919.7374999999998
2011-07-11,874.6666666666666
2011-07-12,1167.9875
2011-07-13,1345.3333333333333
2011-07-14,661.5416666666666
2011-07-15,509.5541666666666
2011-07-16,1135.2375
2011-07-17,1134.4375
2011-07-18,465.1500000000001
2011-07-19,647.35
2011-07-20,1427.4166666666667
2011-07-21,1078.2583333333332
2011-07-22,370.0291666666667
2011-07-23,332.81666666666666
2011-07-24,523.3583333333333
2011-07-25,388.94166666666666
2011-07-26,847.7875
2011-07-27,952.6541666666664
2011-07-28,1153.6833333333332
2011-07-29,416.2124999999999
2011-07-30,679.4749999999999
2011-07-31,320.2583333333334
2011-08-01,540.2166666666668
2011-08-02,794.7208333333333
2011-08-03,1285.0
2011-08-04,1930.375
2011-08-05,1394.111111111111
2011-08-12,932.1739130434784
2011-08-13,515.0041666666666
2011-08-14,1011.0541666666667
2011-08-15,752.2083333333334
2011-08-16,903.2416666666668
2011-08-17,1505.0416666666667
2011-08-18,1223.9125000000001
2011-08-19,936.3750000000001
2011-08-20,853.4083333333334
2011-08-21,2137.8333333333335
2011-08-22,1456.9208333333333
2011-08-23,881.7041666666665
2011-08-24,1597.6291666666666
2011-08-25,860.7624999999999
2011-08-26,1596.7916666666667
2011-08-27,1034.4750000000001
2011-08-28,519.5958333333333
2011-08-29,447.90416666666664
2011-08-30,390.3416666666667
2011-08-31,606.2125
2011-09-01,432.3541666666667
2011-09-02,716.7166666666666
2011-09-03,1618.4166666666667
2011-09-04,2206.0416666666665
2011-09-05,1288.1250000000002
2011-09-06,594.2875
2011-10-12,219.27499999999998
2011-10-13,251.8066666666667
2011-10-14,481.59999999999997
2011-10-15,730.9249999999998
2011-10-16,1336.875
2011-10-17,1481.0833333333333
2011-10-18,1116.2625
2011-10-19,545.9791666666666
2011-10-20,342.66249999999997
2011-10-21,692.1166666666667
2011-10-22,1468.4166666666667
2011-10-23,2090.5833333333335
2011-10-24,1461.5416666666667
2011-10-25,1869.0
2011-10-26,1764.7916666666667
2011-10-27,1670.5416666666667
2011-10-28,1503.3666666666666
2011-10-29,1694.2916666666667
2011-10-30,2385.75
2011-10-31,951.1708333333332
2011-11-01,1695.675
2011-11-02,1769.2083333333333
2011-11-03,1685.1666666666667
2011-11-04,2427.75
2011-11-05,3027.4166666666665
2011-11-06,3660.0833333333335
2011-11-07,3389.0833333333335
2011-11-08,3128.625
2011-11-09,3180.0833333333335
2011-11-10,951.9124999999999
2011-11-11,959.0124999999999
2011-11-12,2480.875
2011-11-13,3854.125
2011-11-14,2985.6041666666665
2011-11-15,719.0458333333335
2011-11-16,697.9625
2011-11-17,1292.8916666666667
2011-11-18,1104.1291666666666
2011-11-19,1359.7916666666667
2011-11-20,2436.0
2011-11-21,1688.8333333333333
2011-11-22,2334.5
2011-11-23,2140.7916666666665
2011-11-24,1556.625
2011-11-25,1098.5125
2011-11-26,571.8166666666667
2011-11-27,475.5999999999999
2011-11-28,286.27625
2011-11-29,1099.5916666666667
2011-11-30,731.0374999999999
2011-12-01,1033.7583333333334
2011-12-02,679.1708333333332
2011-12-03,550.5624999999999
