date,concentration
2010-10-06,2454.0597972972982
2010-10-07,3750.44125
2010-10-08,1192.6001234567896
2010-10-09,325.7025802469136
2010-10-10,659.6315950920246
2010-10-11,716.3463522012578
2010-10-12,736.1782716049386
2010-10-13,1345.741296296297
2010-10-14,3792.8950920245393
2010-10-15,4211.9422360248445
2010-10-16,3097.0543750000006
2010-10-17,1602.8159259259255
2010-10-18,851.3189440993788
2010-10-19,1204.8131746031745
2010-10-20,2575.9524074074075
2010-10-21,3713.342592592595
2010-10-22,3816.060130718954
2010-10-23,3294.3368098159526
2010-10-24,1414.6309876543212
2010-10-25,1937.9574074074064
2010-10-26,910.1102469135801
2010-10-27,1560.7540490797544
2010-10-28,3914.4129629629624
2010-10-29,5422.8216216216215
2010-10-30,3957.7719753086403
2010-10-31,2201.585185185185
2010-11-01,2476.9355828220873
2010-11-02,2732.656790123458
2010-11-03,2772.1283950617285
2010-11-04,3382.6184210526326
2010-11-05,3007.9975833333324
2010-11-06,1382.0000613496925
2010-11-07,2270.8679012345674
2010-11-08,2289.951612903225
2010-11-09,1855.4892631578948
2010-11-10,1264.201296296297
2010-11-11,813.9431165644173
2010-11-12,1168.2930246913581
2010-11-13,903.021296296296
2010-11-14,1103.9935761589402
2010-11-15,1497.7531847133755
2010-11-16,1997.098773006135
2010-11-17,1967.6398749999996
2010-11-18,1844.046772151898
2010-11-19,4657.06026490066
2010-11-20,4660.961728395062
2010-11-21,4480.60082644628
2010-11-22,2215.0640624999987
2010-11-23,1983.1924074074095
2010-11-24,1979.7159509202454
2010-11-25,2553.203580246913
2010-11-26,1718.3543827160493
2010-11-27,1839.151604938272
2010-11-28,2465.5580246913573
2010-11-29,2403.1774509803927
2010-11-30,1926.4838461538461
2010-12-01,1902.6513253012047
2010-12-02,1795.8910256410252
2010-12-03,1634.1577777777775
2010-12-05,1632.6
2010-12-08,1192.3011764705882
2010-12-10,3183.1428571428573
2010-12-11,2137.25
2010-12-12,1297.36
2010-12-20,3428.444444444444
2010-12-21,1563.7109090909096
2010-12-25,1036.2
2010-12-28,940.44
2010-12-29,1935.154495412845
2010-12-30,420.04125000000005
2010-12-31,1663.0666666666666
2011-01-12,1962.0751612903234
2011-01-13,1741.5273006134962
2011-01-14,1693.7529012345676
2011-01-15,1782.0520987654331
2011-01-16,1487.8943558282213
2011-01-17,1462.5022222222221
2011-01-18,3265.703114754097
2011-01-19,2902.3830303030295
2011-01-20,2273.1972839506175
2011-01-21,4282.9075
2011-01-26,4304.248387096774
2011-01-27,3527.7524691358026
2011-01-28,3654.121472392638
2011-01-29,4924.327160493828
2011-01-30,2225.951234567902
2011-01-31,2502.9020245398765
2011-02-01,1942.8765432098774
2011-02-02,3207.168827160494
2011-02-03,3531.188271604939
2011-02-04,5405.633757961787
2011-02-05,5477.320370370367
2011-02-06,4100.751851851851
2011-02-07,2645.4539877300613
2011-02-08,3018.2327160493837
2011-02-09,3010.4173913043487
2011-02-10,3141.9961111111106
2011-02-11,2572.3361349693255
2011-02-12,2301.582098765433
2011-02-13,2732.202469135802
2011-02-14,2654.5314110429454
2011-02-15,2915.195061728395
2011-02-16,2526.229814814815
2011-02-17,3101.4128834355815
2011-02-18,3453.667037037038
2011-02-19,3062.0401234567885
2011-02-20,3063.3469135802475
2011-02-21,3091.6770552147236
2011-02-22,4070.131428571429
2011-02-23,1609.5615730337083
2011-02-24,2584.1565217391303
2011-02-25,2337.0512345679026
2011-02-26,2203.9111111111115
2011-02-27,2112.0858064516124
2011-02-28,1281.2829375
2011-03-01,727.2703124999996
2011-03-02,1053.1115624999998
2011-03-03,1383.5296319018412
2011-03-04,1127.1087500000008
2011-03-05,897.0043209876545
2011-03-06,790.328773006135
2011-03-07,808.6712422360249
2011-03-08,1637.9473456790126
2011-03-09,1229.6561728395056
2011-03-10,1230.4736196319022
2011-03-11,1129.2093081761009
2011-03-12,2473.5169325153374
2011-03-13,2444.570987654322
2011-03-14,1484.396086956522
2011-03-15,425.1448333333333
2011-03-16,629.6607592592594
2011-03-17,1468.7695679012352
2011-03-18,3270.909316770187
2011-03-19,1928.245555555557
2011-03-20,420.0071543209876
2011-03-21,1003.0786874999994
2011-03-22,1658.6931875000002
2011-03-23,1735.2824705882354
2011-03-24,3970.12894736842
2011-03-25,4861.374242424244
2011-03-26,4147.917283950618
2011-03-27,5027.414197530861
2011-03-28,3028.3184049079755
2011-03-29,1668.47546583851
2011-03-30,780.3817283950617
2011-03-31,1342.083032258064
2011-04-01,1870.2304968944102
