date,concentration
2009-01-01,1924.5652173913043
2009-01-02,1500.7916666666667
2009-01-03,1548.75
2009-01-04,416.43333333333334
2009-01-05,618.1208333333334
2009-01-06,2311.5416666666665
2009-01-07,2292.5833333333335
2009-01-08,1580.9291666666668
2009-01-09,2341.4166666666665
2009-01-10,2875.5416666666665
2009-01-11,2875.2916666666665
2009-01-12,1698.25
2009-01-13,2171.125
2009-01-14,2136.608333333333
2009-01-15,715.6
2009-01-16,823.3958333333334
2009-01-17,2514.0416666666665
2009-01-18,1287.9375
2009-01-19,649.0833333333334
2009-01-20,537.3125
2009-01-21,1804.1666666666667
2009-01-22,1801.6416666666667
2009-01-23,890.0458333333332
2009-01-24,747.875
2009-01-25,1335.1583333333333
2009-01-26,986.7874999999999
2009-01-27,637.9374999999999
2009-01-28,708.8916666666668
2009-01-29,704.1636363636363
2009-01-30,859.4458333333333
2009-01-31,630.4291666666667
2009-02-01,706.725
2009-02-02,1382.125
2009-02-03,2063.7916666666665
2009-02-04,2060.375
2009-02-05,2230.7083333333335
2009-02-06,2217.6666666666665
2009-02-07,2140.0416666666665
2009-02-08,700.6458333333334
2009-02-09,1136.8708333333334
2009-02-10,1059.4291666666666
2009-02-11,799.7541666666666
2009-02-12,830.9421052631578
2009-02-13,718.0749999999999
2009-02-14,1195.5375
2009-02-15,1877.125
2009-02-16,705.8416666666667
2009-02-17,595.6
2009-02-18,1173.5541666666668
2009-02-19,2240.4583333333335
2009-02-20,1184.9708333333333
2009-02-21,680.9625000000001
2009-02-22,803.775
2009-02-23,310.9875
2009-02-24,1015.1750000000001
2009-02-25,954.885
2009-02-26,703.4458333333333
2009-02-27,344.3333333333333
2009-02-28,567.4208333333332
2009-03-01,859.7083333333331
2009-03-02,1392.9187499999998
2009-03-03,910.3583333333332
2009-03-04,1417.1363636363637
2009-03-05,2029.7916666666667
2009-03-06,1462.6208333333334
2009-03-07,1196.8291666666667
2009-03-08,1108.0916666666667
2009-03-09,607.9333333333335
2009-03-10,807.8166666666667
2009-03-11,350.1041666666667
2009-03-12,737.4999999999999
2009-03-13,435.75416666666666
2009-03-14,1294.7583333333334
2009-03-15,318.87083333333334
2009-03-16,949.4458333333333
2009-03-17,691.9083333333333
2009-03-18,247.93333333333328
2009-03-19,710.3000000000001
2009-03-20,795.125
2009-03-21,1959.0416666666667
2009-03-22,674.9791666666666
2009-03-23,249.68750000000003
2009-03-24,282.92500000000007
2009-03-25,782.0958333333332
2009-03-26,664.6041666666666
2009-03-27,489.0833333333333
2009-03-28,662.5208333333335
2009-03-29,612.4041666666667
2009-03-30,541.5333333333333
2009-03-31,1618.9166666666667
2009-04-01,1309.6624999999997
2009-04-02,1058.3291666666667
2009-04-03,2018.3333333333333
2009-04-04,2991.375
2009-04-05,973.1583333333333
2009-04-06,1172.175
2009-04-07,1692.875
2009-04-08,1212.8166666666666
2009-04-09,742.3958333333334
2009-04-10,2234.9166666666665
2009-04-11,2925.391304347826
2009-04-12,2721.2083333333335
2009-04-13,1641.8333333333333
2009-04-14,1364.4041666666667
2009-04-15,1658.25
2009-04-16,1424.5
2009-04-17,1452.4166666666667
2009-04-18,840.4999999999999
2009-04-19,543.2874999999999
2009-04-20,921.7999999999998
2009-04-21,1438.7916666666667
2009-04-22,1053.5666666666668
2009-04-23,1741.5833333333333
2009-04-24,1858.6666666666667
2009-04-25,1459.0
2009-04-26,2048.125
2009-04-27,1241.025
2009-04-28,1122.0333333333335
2009-04-29,1039.8041666666668
2009-04-30,1355.5958333333333
2009-05-01,898.3916666666668
2009-05-02,1483.125
2009-05-03,1968.5541666666668
2009-05-04,383.1666666666667
2009-05-05,813.0083333333336
2009-05-06,488.89166666666665
2009-05-07,864.4666666666667
2009-05-08,1125.9291666666666
2009-05-09,625.2458333333333
2009-05-10,1379.375
2009-05-11,951.9833333333335
2009-05-12,747.1291666666667
2009-05-13,829.7291666666666
2009-05-14,974.4999999999999
2009-05-15,1123.8500000000001
2009-05-16,1038.7124999999999
2009-05-17,1203.825
2009-05-18,1425.283333333333
2009-05-19,1426.1166666666668
2009-05-20,1584.0833333333333
2009-05-21,1982.7916666666667
2009-05-22,980.5625
2009-05-23,981.0124999999999
2009-05-24,1784.8333333333333
2009-05-25,1076.1666666666667
2009-05-26,1543.4624999999999
2009-05-27,774.9249999999998
2009-05-28,475.78749999999997
2009-05-29,548.4315789473685
2009-05-30,1193.75
2009-05-31,1461.125
2009-06-01,1685.0833333333333
2009-06-02,1133.1125
2009-06-03,280.8833333333334
2009-06-04,253.94166666666675
2009-06-05,374.5
2009-06-06,771.5708333333333
2009-06-07,723.7624999999999
2009-06-08,742.6124999999998
2009-06-09,931.2434782608696
2009-06-10,771.4208333333332
2009-06-11,796.8708333333335
2009-06-12,470.9249999999999
2009-06-13,630.0500000000001
2009-06-14,1354.075
2009-06-15,1443.375
2009-06-16,709.8291666666668
2009-06-17,640.2416666666667
2009-06-18,1205.0
2009-06-19,921.5000000000001
2009-06-20,679.8916666666665
2009-06-21,485.09583333333336
2009-06-22,819.2291666666666
2009-06-23,920.7374999999998
2009-06-24,1540.4624999999999
2009-06-25,1130.7458333333334
2009-06-26,1001.6
2009-06-27,930.5083333333332
2009-06-28,778.9708333333334
2009-06-29,914.5208333333334
2009-06-30,1294.6041666666667
2009-07-01,1766.0833333333333
2009-07-02,1513.4166666666667
2009-07-03,1446.6666666666667
2009-07-04,1674.75
2009-07-05,1106.5416666666667
2009-07-06,1529.4875
2009-07-07,1002.275
2009-07-08,716.1041666666665
2009-07-09,457.82500000000005
